idTweeter,lastSuscribings
784068635958644736,1;2;3;4;5;6
779201879913803776,1;2;3;4;5;6
1380889457763647492,1;2;3;4;5;6
1377516898338934785,1;2;3;4;5;6
984447847264288769,1;2;3;4;5;6
1978953986,1;2;3;4;5;6
1379491740999114755,1;2;3;4;5;6
1446763255981092865,1;2;3;4;5;6
1505874016761831430,1;2;3;4;5;6
1115182462517137410,1;2;3;4;5;6
